candidate_intent,current_customer_message,historical_brand_response,conversation_context,escalation_signals
customer_service_escalation,@AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side.,@120469 Apologies for the ordeal Kaushal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,"Customer: @AmazonHelp No option of call with customer care
AmazonHelp: @120469 If you're unable to arrange a call back, kindly contact our support team using the chat/email option and we'll help you. ^ZH
Customer: @AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side.",explicit_support_request
customer_service_escalation,@AmazonHelp Please call back me...,@120469 Please click here: https://t.co/2l2eM2Q8NU after selecting the appropriate issue click 1/2 ^SH,"Customer: @AmazonHelp How many more long time I will wait for solution...?? I am not able to call contact with Amazon care
AmazonHelp: @120469 You may request an immediate call back from us here: https://t.co/vlvfJr4nN9. Do you see any error? ^HK
Customer: @AmazonHelp Please call back me...",explicit_support_request
delivery_not_received,@AmazonHelp Please do necessary action against courier services,@120469 I understand your concern for delivery. We'll get back to you on this soon &amp; corrected actions will be taken on carrier. ^BS,"Customer: @115821 Product not deliver to me But it shown delivered Please resolve the problem as soon as possible. Kaushal Mob. +919310777288 https://t.co/BZRN0r3gMF
AmazonHelp: @120469 Sorry that you haven't received your order yet. I’d like to help you, please fill this form: https://t.co/beaaDm0muc (1/2)^SY
Customer: @AmazonHelp Please do necessary action against courier services",missing_delivery
account_access,"@AmazonHelp Hi, can't access chat as I'm locked out of my account and phone is too expensive since I'm outside the US &amp; I'm sure it's not toll free.",@120609 You can try requesting a call back here: https://t.co/zGldWyrtBP ^PK,"Customer: @AmazonHelp Hi? I sent in the email but still no reply 20 hours later. Please help out with this, it's really urgent. THanks
AmazonHelp: @120609 Hi. I'm sorry to hear that. Have you tried by phone/chat for a swifter response? ^DC
Customer: @AmazonHelp Hi, can't access chat as I'm locked out of my account and phone is too expensive since I'm outside the US &amp; I'm sure it's not toll free.","explicit_support_request, account_action_required"
customer_service_escalation,"@AmazonHelp I did provide details and was promised a call back in 7 hours. Well, 24 has passed. This is ugly customer service.",@120613 Sorry about that. Could you please check if you've received an email in response to the details you shared earlier? ^NR,"Customer: @AmazonHelp I did call the customer service. But, they were unable to provide any update!
AmazonHelp: @120613 I'd like to look into the issue and assist you with it. Please provide your details here: https://t.co/FOWMWAwwM3 1/2 ^SH
Customer: @AmazonHelp I did provide details and was promised a call back in 7 hours. Well, 24 has passed. This is ugly customer service.",explicit_support_request
refund_return,@AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?,"@120613 If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR","Customer: @AmazonHelp I did provide details and was promised a call back in 7 hours. Well, 24 has passed. This is ugly customer service.
AmazonHelp: @120613 Sorry about that. Could you please check if you've received an email in response to the details you shared earlier? ^NR
Customer: @AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?",explicit_support_request
customer_service_escalation,@115830 How do I chat online with someone re issue with my Amazon Fire for Kids? Website is useless.,@120690 You can contact us here Vicky https://t.co/JzP7hlA23B ^KM,Customer: @115830 How do I chat online with someone re issue with my Amazon Fire for Kids? Website is useless.,"explicit_support_request, high_frustration"
delivery_not_received,@115850 frnd ordered kindle wich was not delivered.He canceled order &amp; U agreed. Bt aftr a mnth U r denying to give refund. Disappointing,@120693 here: https://t.co/beaaDm0muc and I’ll contact you soon. 2/2 ^AH,Customer: @115850 frnd ordered kindle wich was not delivered.He canceled order &amp; U agreed. Bt aftr a mnth U r denying to give refund. Disappointing,missing_delivery
delivery_not_received,@115850 frnd ordered kindle wich was not delivered.He canceled order &amp; U agreed. Bt aftr a mnth U r denying to give refund. Disappointing,"@120693 That's strange. I'd like to assist you with this, kindly drop in your details 1/2 ^AH",Customer: @115850 frnd ordered kindle wich was not delivered.He canceled order &amp; U agreed. Bt aftr a mnth U r denying to give refund. Disappointing,missing_delivery
delivery_not_received,@AmazonHelp I still haven't received any call from your end. Kindly resolve my query,@120700 Have you submitted your details through the link shared previously? ^HK,"Customer: @115850 my one rufund is pending since last two months order id is - # 404-1737173-1054737.every time I've been asked to wait .
AmazonHelp: @120700 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^RI
Customer: @AmazonHelp I still haven't received any call from your end. Kindly resolve my query",missing_delivery
delivery_not_received,@AmazonHelp Yes I've filled details but still haven't received any call. And I Yesterday I called to customer care and they kept me waiting for 30 mints,"@120700 it here: https://t.co/8DAc10S7ww. Reply to the email from us &amp; request for call, so we could connect with you via phone. 2/2 ^RS","Customer: @AmazonHelp I still haven't received any call from your end. Kindly resolve my query
AmazonHelp: @120700 Have you submitted your details through the link shared previously? ^HK
Customer: @AmazonHelp Yes I've filled details but still haven't received any call. And I Yesterday I called to customer care and they kept me waiting for 30 mints",missing_delivery
delivery_not_received,@AmazonHelp I've contacted my bank as you asked to do so in email but my bank said Amazon need to raise complain,@120700 Sorry that the issue is still pending. May I know if you've contacted your bank &amp; filed a charge dispute? ^EM,"Customer: @AmazonHelp Yes I've filled details but still haven't received any call. And I Yesterday I called to customer care and they kept me waiting for 30 mints
AmazonHelp: @120700 it here: https://t.co/8DAc10S7ww. Reply to the email from us &amp; request for call, so we could connect with you via phone. 2/2 ^RS
Customer: @AmazonHelp I've contacted my bank as you asked to do so in email but my bank said Amazon need to raise complain","explicit_support_request, missing_delivery"
delivery_not_received,@AmazonHelp Kindly see this picture.. what kind of crap is this . I haven't received refund for this product.its been two months . https://t.co/7b9FuW1gyI,@120700 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^CB,"Customer: @AmazonHelp Yes I've already contacted my bank and they are saying.. no such transaction we can see from Amazon
AmazonHelp: @120700 In that case, I request you to file a charge dispute, the bank will help you further. Appreciate your cooperation. ^BS
Customer: @AmazonHelp Kindly see this picture.. what kind of crap is this . I haven't received refund for this product.its been two months . https://t.co/7b9FuW1gyI",missing_delivery
delivery_not_received,@AmazonHelp Yes I've filled details but still haven't received any call. And I Yesterday I called to customer care and they kept me waiting for 30 mints,@120700 Apologies for the hassle. I see that our team sent you a correspondence to your registered email ID. Kindly check 1/2 ^RS,"Customer: @AmazonHelp I still haven't received any call from your end. Kindly resolve my query
AmazonHelp: @120700 Have you submitted your details through the link shared previously? ^HK
Customer: @AmazonHelp Yes I've filled details but still haven't received any call. And I Yesterday I called to customer care and they kept me waiting for 30 mints",missing_delivery
refund_return,"@AmazonHelp Just did it...I want a commitment of my product or money rite now..be a man and do the rite thing by today, either deliver or refund rite now..else I am going to consumer court with ur replies",@120701 Thank you for the confirmation. We understand the importance of this issue to you. 1/2 ^SK,"Customer: @AmazonHelp Feedback? Are you kidding me? Where is my money and the package...bloddy idiots I am the prime customer and I want the shipment to be delivered rite now...I don't care about ur internal review...get me ur escalation point of contact to call me
AmazonHelp: @120701 We understand your concern. We’d like to help you; please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon.^PJ
Customer: @AmazonHelp Just did it...I want a commitment of my product or money rite now..be a man and do the rite thing by today, either deliver or refund rite now..else I am going to consumer court with ur replies",explicit_support_request
